robot_A => 1, a, north
robot_A => 1, a, north
robot_B => 4, e, west
robot_B => 4, e, north
robot_B => 4, e, east
robot_B => 4, e, south
robot_B => 4, d, south
robot_B => 4, d, west
robot_B => 3, d, west
robot_A => 1, b, north
robot_A => 1, b, east
robot_A => 2, b, east
robot_B => 3, d, west
robot_B => 3, d, north
robot_A => 3, b, east
robot_B => 3, d, east
robot_B => 3, d, south
robot_B => 3, c, south
robot_B => 3, b, south
robot_B => 3, b, west
robot_B => 3, b, north
robot_B => 3, b, east
robot_B => 4, b, east
robot_A => 4, b, east
robot_A => 4, b, south
robot_B => 5, f, south
robot_B => 5, e, south
robot_B => 5, e, west
robot_B => 4, e, west
robot_B => 4, e, south
robot_B => 4, d, south
robot_B => 4, d, west
robot_B => 3, d, west
robot_B => 3, d, north
robot_B => 3, e, north
robot_B => 4, e, west
robot_B => 4, e, north
robot_B => 4, e, east
robot_B => 4, e, south
robot_A => 1, a, east
robot_B => 4, d, south
robot_A => 1, a, south
robot_B => 4, d, west
robot_A => 1, a, west
robot_B => 3, d, west
robot_A => 1, a, north
robot_A => 1, b, north
robot_B => 3, d, west
robot_A => 1, b, east
robot_B => 3, d, north
robot_A => 2, b, east
robot_B => 3, d, east
robot_B => 3, d, south
robot_B => 3, c, south
robot_B => 3, b, south
robot_B => 3, b, west
robot_B => 3, b, north
robot_A => 3, b, east
robot_B => 3, b, east
robot_B => 4, b, east
robot_A => 4, b, east
robot_A => 4, b, south
robot_B => 5, f, south
robot_B => 5, e, south
robot_B => 5, e, west
robot_B => 4, e, west
robot_B => 4, e, south
robot_B => 4, d, south
robot_B => 4, d, west
robot_B => 3, d, west
robot_B => 3, d, north
robot_B => 3, e, north
robot_B => 4, e, west
robot_B => 4, e, north
robot_B => 4, e, east
robot_B => 4, e, south
robot_B => 4, d, south
robot_B => 4, d, west
robot_B => 3, d, west
robot_A => 1, a, east
robot_A => 1, a, south
robot_A => 1, a, west
robot_A => 1, a, north
robot_B => 3, d, west
robot_B => 3, d, north
robot_B => 3, d, east
robot_B => 3, d, south
robot_B => 3, c, south
robot_B => 3, b, south
robot_B => 3, b, west
robot_B => 3, b, north
robot_B => 3, b, east
robot_B => 4, b, east
robot_A => 1, b, north
robot_A => 1, b, east
robot_A => 2, b, east
robot_A => 3, b, east
robot_A => 4, b, east
robot_A => 4, b, south
robot_B => 5, f, south
robot_B => 5, e, south
robot_A => 1, a, east
robot_B => 5, e, west
robot_A => 1, a, south
robot_A => 1, a, west
robot_B => 4, e, west
robot_A => 1, a, north
robot_B => 4, e, south
robot_A => 1, b, north
robot_B => 4, d, south
robot_B => 4, d, west
robot_A => 1, b, east
robot_A => 2, b, east
robot_B => 3, d, west
robot_B => 3, d, north
robot_B => 3, e, north
robot_A => 3, b, east
robot_B => 4, e, west
robot_B => 4, e, north
robot_B => 4, e, east
robot_B => 4, e, south
robot_B => 4, d, south
robot_B => 4, d, west
robot_B => 3, d, west
robot_A => 4, b, east
robot_A => 4, b, south
robot_B => 3, d, west
robot_B => 3, d, north
robot_B => 3, d, east
robot_B => 3, d, south
robot_B => 3, c, south
robot_B => 3, c, west
robot_B => 3, c, north
robot_B => 3, c, east
robot_B => 4, c, east
robot_B => 5, c, east
robot_B => 5, f, south
robot_A => 1, a, east
robot_A => 1, a, south
robot_B => 5, e, south
robot_A => 1, a, west
robot_B => 5, e, west
robot_A => 1, a, north
robot_B => 4, e, west
robot_A => 1, b, north
robot_B => 4, e, south
robot_A => 1, b, east
robot_A => 2, b, east
robot_B => 4, d, south
robot_B => 4, d, west
robot_B => 3, d, west
robot_B => 3, d, north
robot_B => 3, e, north
robot_A => 3, b, east
robot_B => 4, e, west
robot_B => 4, e, north
robot_B => 4, e, east
robot_B => 4, e, south
robot_B => 4, d, south
robot_B => 4, d, west
robot_A => 4, b, east
robot_B => 3, d, west
robot_A => 4, b, south
robot_B => 3, d, west
robot_B => 3, d, north
robot_B => 3, d, east
robot_B => 3, d, south
robot_B => 3, c, south
robot_B => 3, c, west
robot_B => 3, c, north
robot_B => 3, c, east
robot_B => 4, c, east
robot_B => 5, c, east
robot_B => 5, f, south
robot_A => 1, a, east
robot_B => 5, e, south
robot_A => 1, a, south
robot_B => 5, e, west
robot_A => 1, a, west
robot_B => 4, e, west
robot_B => 4, e, south
robot_A => 1, a, north
robot_B => 4, d, south
robot_A => 1, b, north
robot_B => 4, d, west
robot_A => 1, b, east
robot_B => 3, d, west
robot_A => 2, b, east
robot_B => 3, d, north
robot_B => 3, e, north
robot_A => 3, b, east
robot_B => 4, e, west
robot_B => 4, e, north
robot_B => 4, e, east
robot_B => 4, e, south
robot_B => 4, d, south
robot_B => 4, d, west
robot_A => 4, b, east
robot_B => 3, d, west
robot_A => 4, b, south
robot_B => 3, d, west
robot_B => 3, d, north
robot_B => 3, d, east
robot_B => 3, d, south
robot_B => 3, c, south
robot_B => 3, c, west
robot_B => 3, c, north
robot_B => 3, c, east
robot_B => 4, c, east
robot_B => 5, c, east
robot_B => 5, f, south
robot_B => 5, e, south
robot_A => 1, a, east
robot_B => 5, e, west
robot_A => 1, a, south
robot_B => 4, e, west
robot_A => 1, a, west
robot_B => 4, e, south
robot_A => 1, a, north
robot_B => 4, d, south
robot_A => 1, b, north
robot_B => 4, d, west
robot_A => 1, b, east
robot_B => 3, d, west
robot_A => 2, b, east
robot_B => 3, d, north
robot_B => 3, e, north
robot_A => 3, b, east
robot_B => 4, e, west
robot_B => 4, e, north
robot_B => 4, e, east
robot_B => 4, e, south
robot_B => 4, d, south
robot_B => 4, d, west
robot_B => 3, d, west
robot_A => 4, b, east
robot_A => 4, b, south
robot_B => 3, d, west
robot_B => 3, d, north
robot_B => 3, d, east
robot_B => 3, d, south
robot_B => 3, c, south
robot_B => 3, c, west
robot_B => 3, c, north
robot_B => 3, c, east
robot_B => 4, c, east
robot_B => 5, c, east
robot_B => 5, f, south
robot_B => 5, e, south
robot_B => 5, e, west
robot_B => 4, e, west
robot_B => 4, e, south
robot_B => 4, d, south
robot_B => 4, d, west
robot_B => 3, d, west
robot_A => 1, a, east
robot_B => 3, d, north
robot_A => 1, a, south
robot_B => 3, e, north
robot_A => 1, a, west
robot_A => 1, a, north
robot_B => 4, e, west
robot_B => 4, e, north
robot_A => 1, b, north
robot_B => 4, e, east
robot_A => 1, b, east
robot_B => 4, e, south
robot_A => 2, b, east
robot_B => 4, d, south
robot_B => 4, d, west
robot_B => 3, d, west
robot_A => 3, b, east
robot_A => 4, b, east
robot_A => 4, b, south
robot_B => 5, f, south
robot_B => 5, e, south
robot_B => 5, e, west
robot_B => 4, e, west
robot_B => 4, e, south
robot_B => 4, d, south
robot_B => 4, d, west
robot_B => 3, d, west
robot_B => 3, d, north
robot_B => 3, e, north
robot_A => 1, a, east
robot_A => 1, a, south
robot_A => 1, a, west
robot_B => 4, e, west
robot_A => 1, a, north
robot_B => 4, e, north
robot_B => 4, e, east
robot_B => 4, e, south
robot_B => 4, d, south
robot_B => 4, d, west
robot_B => 3, d, west
robot_A => 1, b, north
robot_A => 1, b, east
robot_A => 2, b, east
robot_B => 3, d, west
robot_B => 3, d, north
robot_A => 3, b, east
robot_B => 3, d, east
robot_B => 3, d, south
robot_B => 3, c, south
robot_B => 3, b, south
robot_B => 3, b, west
robot_B => 3, b, north
robot_B => 3, b, east
robot_B => 4, b, east
robot_A => 4, b, east
robot_A => 4, b, south
robot_B => 5, f, south
robot_B => 5, e, south
robot_B => 5, e, west
robot_A => 1, a, east
robot_B => 4, e, west
robot_A => 1, a, south
robot_B => 4, e, south
robot_A => 1, a, west
robot_B => 4, d, south
robot_A => 1, a, north
robot_B => 4, d, west
robot_A => 1, b, north
robot_B => 3, d, west
robot_A => 1, b, east
robot_A => 2, b, east
robot_B => 3, d, north
robot_B => 3, e, north
robot_B => 4, e, west
robot_B => 4, e, north
robot_A => 3, b, east
robot_B => 4, e, east
robot_B => 4, e, south
robot_B => 4, d, south
robot_B => 4, d, west
robot_B => 3, d, west
robot_A => 4, b, east
robot_A => 4, b, south
robot_B => 3, d, west
robot_B => 3, d, north
robot_B => 3, d, east
robot_B => 3, d, south
robot_B => 3, c, south
robot_B => 3, c, west
robot_B => 3, c, north
robot_B => 3, c, east
robot_B => 4, c, east
robot_B => 5, c, east
robot_B => 5, f, south
robot_B => 5, e, south
robot_B => 5, e, west
robot_B => 4, e, west
robot_B => 4, e, south
robot_B => 4, d, south
robot_B => 4, d, west
robot_B => 3, d, west
robot_B => 3, d, north
robot_B => 3, e, north
robot_A => 1, a, east
robot_A => 1, a, south
robot_A => 1, a, west
robot_A => 1, a, north
robot_B => 4, e, west
robot_B => 4, e, north
robot_B => 4, e, east
robot_B => 4, e, south
robot_A => 1, b, north
robot_B => 4, d, south
robot_B => 4, d, west
robot_A => 1, b, east
robot_B => 3, d, west
robot_A => 2, b, east
robot_A => 3, b, east
robot_B => 3, d, west
robot_B => 3, d, north
robot_B => 3, d, east
robot_B => 3, d, south
robot_B => 3, c, south
robot_B => 3, c, west
robot_A => 4, b, east
robot_B => 3, c, north
robot_A => 4, b, south
robot_B => 3, c, east
robot_B => 4, c, east
robot_B => 5, c, east
robot_B => 5, f, south
robot_B => 5, e, south
robot_B => 5, e, west
robot_B => 4, e, west
robot_B => 4, e, south
robot_B => 4, d, south
robot_A => 2, a, east
robot_B => 4, d, west
robot_A => 2, a, south
robot_B => 3, d, west
robot_A => 2, a, west
robot_B => 3, d, north
robot_B => 3, e, north
robot_A => 1, a, west
robot_B => 4, e, west
robot_A => 1, a, north
robot_B => 4, e, north
robot_B => 4, e, east
robot_B => 4, e, south
robot_B => 4, d, south
robot_B => 4, d, west
robot_B => 3, d, west
robot_A => 1, b, north
robot_A => 1, b, east
robot_A => 2, b, east
robot_B => 3, d, west
robot_A => 3, b, east
robot_B => 3, d, north
robot_B => 3, d, east
robot_B => 3, d, south
robot_B => 3, c, south
robot_B => 3, b, south
robot_B => 3, b, west
robot_B => 3, b, north
robot_B => 3, b, east
robot_B => 4, b, east
robot_A => 4, b, east
robot_A => 4, b, south
robot_B => 5, f, south
robot_A => 2, a, east
robot_A => 2, a, south
robot_B => 5, e, south
robot_B => 5, e, west
robot_A => 2, a, west
robot_B => 4, e, west
robot_B => 4, e, south
robot_B => 4, d, south
robot_B => 4, d, west
robot_B => 3, d, west
robot_B => 3, d, north
robot_A => 1, a, west
robot_B => 3, e, north
robot_A => 1, a, north
robot_A => 1, b, north
robot_A => 1, b, east
robot_A => 2, b, east
robot_B => 4, e, west
robot_B => 4, e, north
robot_B => 4, e, east
robot_B => 4, e, south
robot_B => 4, d, south
robot_B => 4, d, west
robot_A => 3, b, east
robot_B => 3, d, west
robot_A => 4, b, east
robot_A => 4, b, south
robot_B => 5, f, south
robot_A => 2, a, east
robot_B => 5, e, south
robot_A => 2, a, south
robot_B => 5, e, west
robot_A => 2, a, west
robot_B => 4, e, west
robot_B => 4, e, south
robot_B => 4, d, south
robot_B => 4, d, west
robot_B => 3, d, west
robot_B => 3, d, north
robot_B => 3, e, north
robot_A => 1, a, west
robot_A => 1, a, north
robot_A => 1, b, north
robot_A => 1, b, east
robot_A => 2, b, east
robot_B => 4, e, west
robot_B => 4, e, north
robot_B => 4, e, east
robot_B => 4, e, south
robot_A => 3, b, east
robot_B => 4, d, south
robot_B => 4, d, west
robot_B => 3, d, west
robot_A => 4, b, east
robot_A => 4, b, south
robot_B => 5, f, south
robot_B => 5, e, south
robot_B => 5, e, west
robot_B => 4, e, west
robot_B => 4, e, south
robot_A => 1, a, east
robot_A => 1, a, south
robot_B => 4, d, south
robot_A => 1, a, west
robot_B => 4, d, west
robot_A => 1, a, north
robot_B => 3, d, west
robot_B => 3, d, north
robot_B => 3, e, north
robot_A => 1, b, north
robot_A => 1, b, east
robot_A => 2, b, east
robot_B => 4, e, west
robot_B => 4, e, north
robot_B => 4, e, east
robot_B => 4, e, south
robot_B => 4, d, south
robot_B => 4, d, west
robot_A => 3, b, east
robot_B => 3, d, west
robot_A => 4, b, east
robot_A => 4, b, south
robot_B => 5, f, south
robot_B => 5, e, south
robot_A => 1, a, east
robot_B => 5, e, west
robot_A => 1, a, south
robot_B => 4, e, west
robot_A => 1, a, west
robot_B => 4, e, south
robot_A => 1, a, north
robot_B => 4, d, south
robot_A => 1, b, north
robot_B => 4, d, west
robot_A => 1, b, east
robot_B => 3, d, west
robot_A => 2, b, east
robot_B => 3, d, north
robot_B => 3, e, north
robot_A => 3, b, east
robot_B => 4, e, west
robot_B => 4, e, north
robot_B => 4, e, east
robot_B => 4, e, south
robot_B => 4, d, south
robot_B => 4, d, west
robot_B => 3, d, west
robot_A => 4, b, east
robot_A => 4, b, south
robot_B => 3, d, west
robot_B => 3, d, north
robot_B => 3, d, east
robot_B => 3, d, south
robot_B => 3, c, south
robot_B => 3, c, west
robot_B => 3, c, north
robot_B => 3, c, east
robot_B => 4, c, east
robot_B => 5, c, east
robot_B => 5, f, south
robot_B => 5, e, south
robot_B => 5, e, west
robot_B => 4, e, west
robot_A => 1, a, east
robot_B => 4, e, south
robot_A => 1, a, south
robot_B => 4, d, south
robot_A => 1, a, west
robot_B => 4, d, west
robot_A => 1, a, north
robot_B => 3, d, west
robot_A => 1, b, north
robot_B => 3, d, north
robot_A => 1, b, east
robot_B => 3, e, north
robot_A => 2, b, east
robot_B => 4, e, west
robot_B => 4, e, north
robot_B => 4, e, east
robot_A => 3, b, east
robot_B => 4, e, south
robot_B => 4, d, south
robot_B => 4, d, west
robot_B => 3, d, west
robot_A => 4, b, east
robot_A => 4, b, south
robot_B => 3, d, west
robot_B => 3, d, north
robot_B => 3, d, east
robot_B => 3, d, south
robot_B => 3, c, south
robot_B => 3, c, west
robot_B => 3, c, north
robot_B => 3, c, east
robot_B => 4, c, east
robot_B => 5, c, east
robot_B => 5, f, south
robot_B => 5, e, south
robot_B => 5, e, west
robot_B => 4, e, west
robot_B => 4, e, south
robot_B => 4, d, south
robot_B => 4, d, west
robot_B => 3, d, west
robot_B => 3, d, north
robot_B => 3, e, north
robot_A => 1, a, east
robot_A => 1, a, south
robot_A => 1, a, west
robot_B => 4, e, west
robot_A => 1, a, north
robot_B => 4, e, north
robot_B => 4, e, east
robot_B => 4, e, south
robot_B => 4, d, south
robot_B => 4, d, west
robot_A => 1, b, north
robot_B => 3, d, west
robot_A => 1, b, east
robot_A => 2, b, east
robot_A => 3, b, east
robot_A => 4, b, east
robot_A => 4, b, south
robot_B => 5, f, south
robot_B => 5, e, south
robot_B => 5, e, west
robot_B => 4, e, west
robot_B => 4, e, south
robot_B => 4, d, south
robot_B => 4, d, west
robot_B => 3, d, west
robot_B => 3, d, north
robot_B => 3, e, north
robot_A => 1, a, east
robot_A => 1, a, south
robot_A => 1, a, west
robot_B => 4, e, west
robot_A => 1, a, north
robot_B => 4, e, north
robot_B => 4, e, east
robot_B => 4, e, south
robot_B => 4, d, south
robot_B => 4, d, west
robot_B => 3, d, west
robot_A => 1, b, north
robot_A => 1, b, east
robot_A => 2, b, east
robot_B => 3, d, west
robot_B => 3, d, north
robot_B => 3, d, east
robot_B => 3, d, south
robot_A => 3, b, east
robot_B => 3, c, south
robot_B => 3, b, south
robot_B => 3, b, west
robot_B => 3, b, north
robot_B => 3, b, east
robot_B => 4, b, east
robot_A => 4, b, east
robot_A => 4, b, south
robot_B => 5, f, south
robot_B => 5, e, south
robot_B => 5, e, west
robot_B => 4, e, west
robot_B => 4, e, south
robot_B => 4, d, south
robot_B => 4, d, west
robot_B => 3, d, west
robot_A => 1, a, east
robot_B => 3, d, north
robot_A => 1, a, south
robot_B => 3, e, north
robot_A => 1, a, west
robot_A => 1, a, north
robot_B => 4, e, west
robot_B => 4, e, north
robot_B => 4, e, east
robot_A => 1, b, north
robot_B => 4, e, south
robot_B => 4, d, south
robot_A => 1, b, east
robot_B => 4, d, west
robot_A => 2, b, east
robot_B => 3, d, west
robot_A => 3, b, east
robot_A => 4, b, east
robot_A => 4, b, south
robot_B => 5, f, south
robot_B => 5, e, south
robot_B => 5, e, west
robot_B => 4, e, west
robot_B => 4, e, south
robot_B => 4, d, south
robot_A => 1, a, east
robot_B => 4, d, west
robot_A => 1, a, south
robot_B => 3, d, west
robot_B => 3, d, north
robot_A => 1, a, west
robot_B => 3, e, north
robot_A => 1, a, north
robot_B => 4, e, west
robot_B => 4, e, north
robot_B => 4, e, east
robot_A => 1, b, north
robot_B => 4, e, south
robot_B => 4, d, south
robot_A => 1, b, east
robot_B => 4, d, west
robot_A => 2, b, east
robot_B => 3, d, west
robot_A => 3, b, east
robot_A => 4, b, east
robot_A => 4, b, south
robot_B => 5, e, south
robot_B => 5, e, west
robot_A => 1, a, north
robot_B => 4, e, west
robot_A => 1, b, north
robot_B => 4, e, south
robot_B => 4, d, south
robot_A => 1, b, east
robot_B => 4, d, west
robot_A => 2, b, east
robot_B => 3, d, west
robot_B => 3, d, north
robot_B => 3, e, north
robot_A => 3, b, east
robot_B => 4, e, west
robot_B => 4, e, north
robot_B => 4, e, east
robot_A => 4, b, east
robot_B => 4, e, south
robot_A => 4, b, south
robot_B => 4, d, south
robot_B => 4, d, west
robot_B => 3, d, west
robot_B => 3, d, west
robot_B => 3, d, north
robot_B => 3, d, east
robot_B => 3, d, south
robot_B => 3, c, south
robot_B => 3, c, west
robot_B => 3, c, north
robot_B => 3, c, east
robot_B => 4, c, east
robot_B => 5, c, east
robot_B => 5, e, south
robot_B => 5, e, west
robot_A => 1, a, north
robot_B => 4, e, west
robot_A => 1, b, north
robot_B => 4, e, south
robot_A => 1, b, east
robot_B => 4, d, south
robot_A => 2, b, east
robot_B => 4, d, west
robot_B => 3, d, west
robot_B => 3, d, north
robot_B => 3, e, north
robot_A => 3, b, east
robot_B => 4, e, west
robot_B => 4, e, north
robot_B => 4, e, east
robot_A => 4, b, east
robot_B => 4, e, south
robot_A => 4, b, south
robot_B => 4, d, south
robot_B => 4, d, west
robot_B => 3, d, west
robot_B => 3, d, west
robot_B => 3, d, north
robot_B => 3, d, east
robot_B => 3, d, south
robot_B => 3, c, south
robot_B => 3, c, west
robot_B => 3, c, north
robot_B => 3, c, east
robot_B => 4, c, east
robot_B => 5, c, east
robot_A => 1, a, north
robot_A => 1, b, north
robot_A => 1, b, east
robot_A => 2, b, east
robot_A => 3, b, east
robot_A => 3, b, south
robot_A => 3, b, west
robot_A => 2, b, west
robot_A => 2, b, south
robot_A => 2, a, south
robot_A => 2, a, west
robot_A => 2, a, north
robot_A => 2, a, east
robot_A => 3, a, east
robot_A => 3, b, south
robot_A => 3, b, west
robot_A => 3, b, north
robot_A => 3, b, east
robot_A => 1, a, north
robot_B => 6, f, south
robot_B => 6, e, south
robot_A => 1, b, north
robot_A => 1, b, east
robot_B => 6, e, west
robot_A => 2, b, east
robot_B => 5, e, west
robot_A => 3, b, east
robot_B => 4, e, west
robot_A => 3, b, south
robot_B => 4, e, south
robot_A => 3, b, west
robot_B => 4, d, south
robot_A => 2, b, west
robot_B => 4, d, west
robot_A => 2, b, south
robot_B => 3, d, west
robot_A => 2, a, south
robot_B => 3, d, north
robot_A => 2, a, west
robot_B => 3, e, north
robot_A => 2, a, north
robot_B => 4, e, west
robot_A => 2, a, east
robot_B => 4, e, north
robot_A => 3, a, east
robot_B => 4, e, east
robot_A => 3, b, south
robot_B => 4, e, south
robot_A => 3, b, west
robot_B => 4, d, south
robot_A => 3, b, north
robot_B => 4, d, west
robot_A => 3, b, east
robot_B => 3, d, west
robot_B => 3, d, south
robot_B => 3, c, south
robot_B => 3, c, west
robot_B => 3, c, north
robot_B => 3, c, east
robot_B => 4, c, east
robot_B => 5, c, east
robot_B => 4, d, south
robot_B => 4, d, west
robot_B => 3, d, west
robot_B => 3, d, west
robot_B => 3, d, north
robot_B => 3, d, east
robot_B => 3, d, south
robot_B => 3, c, south
robot_B => 3, b, south
robot_B => 3, b, west
robot_B => 3, b, north
